id,created_at,text
1667014862889787392,2023-06-09T03:44:49.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014862407454720,2023-06-09T03:44:49.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014860817719297,2023-06-09T03:44:49.000Z,"And we are live!! playing some @DecentralGames ICE poker both metaverse style and sng style! if you bust me and are in stream you earn 500 ice!!
https://t.co/2dfF2r34iT"
1667014860444512256,2023-06-09T03:44:49.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014860314406913,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014860209631232,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014859857305602,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014859853012997,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014859496607745,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014858947043330,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014857248440322,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014856736931840,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014856711495681,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
1667014856304648193,2023-06-09T03:44:48.000Z,"RT @Spears_ETH98: LISTEN UP WEB3. 👹

THE $LOYAL AIRDROP IS NOW LIVE, WAITING TO BE CLAIMED.

🔗 https://t.co/FSu3HMTqSc

#Oculus #REFUND $MO…"
